Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1993","1993","1000 ha","42","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1994","1994","1000 ha","44","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1995","1995","1000 ha","45","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1996","1996","1000 ha","45","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1997","1997","1000 ha","46","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1998","1998","1000 ha","46","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","1999","1999","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2000","2000","1000 ha","49","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2001","2001","1000 ha","51","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2002","2002","1000 ha","51","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2003","2003","1000 ha","53","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2004","2004","1000 ha","49","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2005","2005","1000 ha","48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2006","2006","1000 ha","48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2007","2007","1000 ha","48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2008","2008","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2009","2009","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2010","2010","1000 ha","46","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2011","2011","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2012","2012","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2013","2013","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2014","2014","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2015","2015","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2016","2016","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2017","2017","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2018","2018","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2019","2019","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1961","1961","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1962","1962","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1963","1963","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1964","1964","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1965","1965","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1966","1966","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1967","1967","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1968","1968","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1969","1969","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1970","1970","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1971","1971","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1972","1972","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1973","1973","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1974","1974","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1975","1975","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1976","1976","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1977","1977","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1978","1978","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1979","1979","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1980","1980","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1981","1981","1000 ha","36","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1982","1982","1000 ha","36","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1983","1983","1000 ha","36","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1984","1984","1000 ha","36","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1985","1985","1000 ha","37","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1986","1986","1000 ha","37","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1987","1987","1000 ha","37","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1988","1988","1000 ha","37","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1989","1989","1000 ha","41","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1990","1990","1000 ha","41","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1991","1991","1000 ha","41","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1992","1992","1000 ha","41","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1993","1993","1000 ha","41","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1994","1994","1000 ha","43","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1995","1995","1000 ha","44","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1996","1996","1000 ha","44","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1997","1997","1000 ha","45","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1998","1998","1000 ha","45","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","1999","1999","1000 ha","46","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2000","2000","1000 ha","48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2001","2001","1000 ha","50","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2002","2002","1000 ha","50","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2003","2003","1000 ha","52","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2004","2004","1000 ha","48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2005","2005","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2006","2006","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2007","2007","1000 ha","47","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2008","2008","1000 ha","46","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2009","2009","1000 ha","46","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2010","2010","1000 ha","45","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2011","2011","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2012","2012","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2013","2013","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2014","2014","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2015","2015","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2016","2016","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2017","2017","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2018","2018","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6620","Cropland","2019","2019","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1961","1961","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1962","1962","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1963","1963","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1964","1964","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1965","1965","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1966","1966","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1967","1967","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1968","1968","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1969","1969","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1970","1970","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1971","1971","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1972","1972","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1973","1973","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1974","1974","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1975","1975","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1976","1976","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1977","1977","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1978","1978","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1979","1979","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1980","1980","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1981","1981","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1982","1982","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1983","1983","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1984","1984","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1985","1985","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1986","1986","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1987","1987","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1988","1988","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1989","1989","1000 ha","2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1990","1990","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1991","1991","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1992","1992","1000 ha","2","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1993","1993","1000 ha","2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1994","1994","1000 ha","3","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1995","1995","1000 ha","4","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1996","1996","1000 ha","4","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1997","1997","1000 ha","5","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1998","1998","1000 ha","5","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","1999","1999","1000 ha","6","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2000","2000","1000 ha","6","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2001","2001","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2002","2002","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2003","2003","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2004","2004","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2005","2005","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2006","2006","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2007","2007","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2008","2008","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2009","2009","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2010","2010","1000 ha","6","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2011","2011","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2012","2012","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2013","2013","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2014","2014","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2015","2015","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2016","2016","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2017","2017","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2018","2018","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6621","Arable land","2019","2019","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1961","1961","1000 ha","33","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1962","1962","1000 ha","33","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1963","1963","1000 ha","33","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1964","1964","1000 ha","33","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1965","1965","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1966","1966","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1967","1967","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1968","1968","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1969","1969","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1970","1970","1000 ha","34","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1971","1971","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1972","1972","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1973","1973","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1974","1974","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1975","1975","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1976","1976","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1977","1977","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1978","1978","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1979","1979","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1980","1980","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1981","1981","1000 ha","35","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1982","1982","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1983","1983","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1984","1984","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1985","1985","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1986","1986","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1987","1987","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1988","1988","1000 ha","35","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1989","1989","1000 ha","39","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1990","1990","1000 ha","39","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1991","1991","1000 ha","39","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1992","1992","1000 ha","39","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1993","1993","1000 ha","39","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1994","1994","1000 ha","40","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1995","1995","1000 ha","40","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1996","1996","1000 ha","40","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1997","1997","1000 ha","40","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1998","1998","1000 ha","40","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","1999","1999","1000 ha","40","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2000","2000","1000 ha","42","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2001","2001","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2002","2002","1000 ha","43","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2003","2003","1000 ha","45","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2004","2004","1000 ha","41","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2005","2005","1000 ha","40","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2006","2006","1000 ha","40","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2007","2007","1000 ha","40","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2008","2008","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2009","2009","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2010","2010","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2011","2011","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2012","2012","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2013","2013","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2014","2014","1000 ha","39","Fm","Manual Estimation"
